know behind ukraine free rich advanced west cant win stupid keep fighting get killed ukraine ukrainerussiawar warinukraine russiaukrainewar russiaisaterroriststate russians russia ukrainewar bachmut, {'neg': 0.267, 'neu': 0.424, 'pos': 0.309, 'compound': 0.1541}, {'Happy': 0.25, 'Angry': 0.0, 'Surprise': 0.25, 'Sad': 0.25, 'Fear': 0.25};
defeat russians today ukraine ukrainewar ukrainerussiawar ukrainewillwin kyiv kherson kakhovskadam russia vladimirputin crimea kherson zaporizhia glorytoukraine, {'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.4588}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
great 🧵on russia lose doomed long run slavaukraini 🇺🇦💥🌻, {'neg': 0.406, 'neu': 0.353, 'pos': 0.241, 'compound': -0.4215}, {'Happy': 0.25, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.25};
ukraine 'tactical advantages night assaults thanks west isw donetsk russia, {'neg': 0.22, 'neu': 0.44, 'pos': 0.34, 'compound': 0.2263}, {'Happy': 1.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.0};
russia faling apart already, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
could end saying coup russia putinswar ukrainecounteroffensive, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
putin scared deploy t14 armata tank ukraine ukraine russia ukrainewar modernwarfare ukrainecounteroffensive video, {'neg': 0.195, 'neu': 0.805, 'pos': 0.0, 'compound': -0.4404}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
russia lie people die russiaislosing ukrainewillwin putinwarcriminal russiaisaterroriststate russieetatterroriste putinwillpay standwithukraine slavaukraini 🌻 ▶ 🤢🤢🤮🤮🤮, {'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.5994}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
contrary claim video making rounds captures massive explosion occurred dam kherson november 2022 misbar factcheck fakenews factsmatter ukraine russia kakhovkadam, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.33, 'Angry': 0.0, 'Surprise': 0.33, 'Sad': 0.33, 'Fear': 0.0};
must apply laws life fbreels action birthday russia lemans24, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.33, 'Sad': 0.0, 'Fear': 0.67};
trump transactional guy hoarding secret classified docs ulterior motive could sell saudiarabia russia china, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
ukrainians remember bakhmut city salt sparkling wine argentina bakhmut brazil canada city city_of_salt germany italy kazakhstan moldova poland russia sparkling_wine ukraine ukrainians united_states, {'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.296}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
russia fighting save humanity, {'neg': 0.325, 'neu': 0.26, 'pos': 0.416, 'compound': 0.1779}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
poll war ukraine russia putin zelensky navo nafo nato eu brics rutte kabinet wef klausschwab nuclearbomb really exist way get people scared affraid bonding conflict isnt started normal citizen, {'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.8442}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.67, 'Fear': 0.33};
ukraine pushing behind russian lines zaporizhzhia june 6th russia kyiv canada united states bakhmutholds, {'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.4215}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.33, 'Fear': 0.67};
terrorist supporting pm giving away money stealing russian assets canada give stolen russian cargo plane ukraine rt ukraine russia canada, {'neg': 0.356, 'neu': 0.429, 'pos': 0.215, 'compound': -0.765}, {'Happy': 0.0, 'Angry': 0.14, 'Surprise': 0.43, 'Sad': 0.0, 'Fear': 0.43};
fck putin russia 🖕🏻 terrorists warcriminals burninhell psychopaths 💩 slavaukraine 🇺🇦 ✊🏻, {'neg': 0.291, 'neu': 0.709, 'pos': 0.0, 'compound': -0.6249}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
witnessing confirmation every time see somebody referencing taxpayers know roots came russia ukraine war, {'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.5994}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
video aged spectacularly well russia ukraine, {'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.2732}, {'Happy': 0.0, 'Angry': 1.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.0};
rapid counterattack ukrainian fighters bakhmut tanks armored fighting vehicles russia ukraine britain kyiv patriots, {'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.4019}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
supply lines russia destroyed bridges bakhmut blown ukraine russia kyiv canada united states bakhmutholds, {'neg': 0.178, 'neu': 0.667, 'pos': 0.156, 'compound': -0.1027}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.2, 'Sad': 0.2, 'Fear': 0.6};
story diplomatic relations btw iceland russia covered consideration, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
world war japan taiwan america nato suicidalwar china asia singapore malaysia indonesia philippines southafrica brazil argentina india russia brics southchinasea fukushima, {'neg': 0.163, 'neu': 0.837, 'pos': 0.0, 'compound': -0.5994}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
horrible 1010 russian troops destroyed ukrainian army counterattack near bakhmut today russia kyiv canada united states bakhmutholds, {'neg': 0.285, 'neu': 0.596, 'pos': 0.119, 'compound': -0.5994}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.33, 'Fear': 0.67};
sms usa whitehouse nato g7 trade relationship btwn south africa usa like adidas kanye west adidas kanyewest yeezy fine sunction us south africans loving russia russia black africans know poor dont care, {'neg': 0.14, 'neu': 0.66, 'pos': 0.2, 'compound': 0.3553}, {'Happy': 1.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.0};
otd 980 vladimir volodymyr zelensky great proclaimed ruler knyaz kievan rus ukraine baltic sea canonised eastern orthodox church 1254 bringing christianity realm putinwarcrimes russia, {'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.6249}, {'Happy': 0.25, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.25, 'Fear': 0.0};
investigation belarus sent 130000 tons munitions russia first year fullscale war russia news, {'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.5994}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
times dollar domination top russian banker andreikostin chairman russias second largest statecontrolled vtb bank predicts explosive heatup global hotwar accelerated ukraine, {'neg': 0.055, 'neu': 0.864, 'pos': 0.082, 'compound': 0.1531}, {'Happy': 0.0, 'Angry': 0.33, 'Surprise': 0.33, 'Sad': 0.0, 'Fear': 0.33};
theyre disinformation agents russia, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
horrible footage ukraine drones horribly destroy dozens russian troop near bakhmut 24 hours russia ukraine britain kyiv patriots, {'neg': 0.409, 'neu': 0.591, 'pos': 0.0, 'compound': -0.886}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.25, 'Fear': 0.75};
brutal trench footage ukrainian troops destroy russian soldier bakhmut russia kyiv canada united states bakhmut, {'neg': 0.339, 'neu': 0.536, 'pos': 0.125, 'compound': -0.7003}, {'Happy': 0.0, 'Angry': 0.33, 'Surprise': 0.0, 'Sad': 0.33, 'Fear': 0.33};
probably usual bs putin dares nato immediately push remaining russian troops ukraine maybe belarus /// russias state tv says putin planning threaten strikes nato ukraine, {'neg': 0.181, 'neu': 0.819, 'pos': 0.0, 'compound': -0.6249}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.17, 'Sad': 0.17, 'Fear': 0.67};
fifteen freight cars derailed belgorod region russia according local authorities wagons empty headed loading, {'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.4939}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.25, 'Fear': 0.75};
massive airstrike bakhmut 13 russian arsenals blown ukrainian army russia ukraine britain kyiv patriots, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.5, 'Fear': 0.0};
ukrainian army says russians walked bakhmut 'trap russia ukraine britain kyiv patriots, {'neg': 0.173, 'neu': 0.827, 'pos': 0.0, 'compound': -0.3182}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
notourwar ukraine russia question powers would rather pursue world war negotiate peace world supposed bekind public outcry wrapped western fear propaganda, {'neg': 0.389, 'neu': 0.502, 'pos': 0.11, 'compound': -0.836}, {'Happy': 0.0, 'Angry': 0.2, 'Surprise': 0.2, 'Sad': 0.2, 'Fear': 0.4};
'bakhmut fire ' : russia drops burning munitions ukrainian city says kyiv watch russia ukraine britain kyiv patriot, {'neg': 0.138, 'neu': 0.862, 'pos': 0.0, 'compound': -0.34}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.33, 'Sad': 0.67, 'Fear': 0.0};
twentynine people missing following dam blast ukraine ukraine russia ukrainewar modernwarfare, {'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
destruction kakhovka power plant 29 people missing kherson oblast 🔗 kryvyirih marhanets mykolaiv nikopol russia ukraine volodymyr zaporizhzhia bbcbreaking wimbledon, {'neg': 0.258, 'neu': 0.742, 'pos': 0.0, 'compound': -0.7096}, {'Happy': 0.0, 'Angry': 0.5, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.0};
another russian windowcide ? federal judge dies apparent fall highrise apartment russias tatarstan, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
fall american empire real russia wants part disaster need kennedy24 save us forces evil bidenworstpresidentever another 4 years would end🇺🇸 🙏🏽to get 1st term 2nd term biden end teamkennedy, {'neg': 0.232, 'neu': 0.681, 'pos': 0.087, 'compound': -0.743}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.67, 'Fear': 0.33};
honestly cant see trump going jail indictments likely leave country avoid punishment ask russia saudiarabia ?, {'neg': 0.32, 'neu': 0.534, 'pos': 0.146, 'compound': -0.3818}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
iceland said would suspend work embassy moscow august 1 asked russia limit operations reykjavik cf, {'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.3182}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.25, 'Sad': 0.0, 'Fear': 0.75};
bakhmut endgame heavy night assaults ukrainian bridge destroyed bakhmut front update 170523 russia ukraine britain kyiv patriots, {'neg': 0.309, 'neu': 0.691, 'pos': 0.0, 'compound': -0.7717}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
way also 'air defense 'air strikes 🤣 russiaukrainewar ukrainerussiawar ukraine russia nato europeanunion usa uk europeanwar2023 nuclearwar ww3, {'neg': 0.132, 'neu': 0.789, 'pos': 0.079, 'compound': -0.25}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.0, 'Fear': 0.5};
russian forces destroyed leopard 2 tank ukraine ukraine germany nazis nato us russia, {'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.4939}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
russia wiping bakhmut map direct hit ukrainian snipers russia ukraine britain kyiv patriots, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.33, 'Surprise': 0.0, 'Sad': 0.33, 'Fear': 0.33};
horrible footage ukrainian drones brutally rained bombs 320 russian soldiers bakhmut trenches russia kyiv canada united states bakhmutholds, {'neg': 0.296, 'neu': 0.593, 'pos': 0.111, 'compound': -0.6908}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
deny fang fang fartman disgrace democrat expected tell indisputable evidence saw russia impeachments go ride another camel, {'neg': 0.272, 'neu': 0.728, 'pos': 0.0, 'compound': -0.6808}, {'Happy': 0.25, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.25, 'Fear': 0.5};
war ukraine : emmanuel macron calls iran immediately end support russia, {'neg': 0.267, 'neu': 0.548, 'pos': 0.185, 'compound': -0.296}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
breaking alert 550 russian troops eliminated ukrainian forces bakhmut bloody battle russia ukraine britain kyiv patriot, {'neg': 0.266, 'neu': 0.628, 'pos': 0.106, 'compound': -0.5106}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.33, 'Sad': 0.33, 'Fear': 0.33};
ukraine russia ukrainewar modernwarfare emergingmarkets ukrainecounteroffensive video, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
isnt moscow hulunbeir chinas innermongolia bordering russia region boasts nomadic roots rich multicultural heritage enjoy everything open grasslands stunning architecture afternoon, {'neg': 0.0, 'neu': 0.657, 'pos': 0.343, 'compound': 0.8555}, {'Happy': 0.17, 'Angry': 0.0, 'Surprise': 0.17, 'Sad': 0.0, 'Fear': 0.67};
russian convict troops suffered greatest losses ukraine report ukraine ukrainerussiawar russia ukrainewarnews, {'neg': 0.309, 'neu': 0.471, 'pos': 0.22, 'compound': -0.1779}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
15 freight cars derailed belgorod region russia one injured governor gladkov said reasons incident specified according unofficial data information possible sabotage checked terror activity rise, {'neg': 0.362, 'neu': 0.638, 'pos': 0.0, 'compound': -0.8979}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.67, 'Fear': 0.33};
mentioned much hate russia vile barbarian bastards suffering caused destroying dam incalculable russiaisaterroriststate russianwarcrimes, {'neg': 0.673, 'neu': 0.327, 'pos': 0.0, 'compound': -0.9612}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.67, 'Fear': 0.33};
begging help ! ! ! ukraine russia wants keep friends evil china ! ! ! ! ! !, {'neg': 0.253, 'neu': 0.345, 'pos': 0.401, 'compound': 0.3753}, {'Happy': 0.5, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.0};
putin faces 'serious challenge ukraines 'offensive potential escalates ukraine ukrainerussiawar russia ukrainewarnews, {'neg': 0.295, 'neu': 0.616, 'pos': 0.089, 'compound': -0.4588}, {'Happy': 0.0, 'Angry': 0.5, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.5};
wild loosing 20 year war taliban government thinks change tide war ukraine russia sending money weapons evil stupid ukraine russia, {'neg': 0.552, 'neu': 0.448, 'pos': 0.0, 'compound': -0.9612}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.33, 'Sad': 0.0, 'Fear': 0.67};
‼️still feel sorry russian shark bait going name shark karma russia ukraine, {'neg': 0.106, 'neu': 0.894, 'pos': 0.0, 'compound': -0.0772}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
russia days numbered decreasing day russiaisaterroriststate russiaislosing, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.5, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.5};
simple things keep occupied night night ukraine f russia ukraine putinisamasskiller putinisawarcriminal, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.33, 'Angry': 0.0, 'Surprise': 0.33, 'Sad': 0.0, 'Fear': 0.33};
hate russia russiaisaterroriststate, {'neg': 0.649, 'neu': 0.351, 'pos': 0.0, 'compound': -0.5719}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
un backs ukraine lawsuit russia genocide ukraine russia ukrainewar modernwarfare emergingmarkets, {'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.2732}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
🇷🇺⚡️ kremlin spokesperson dmitry peskov told tass news agency currently scheduled talks putin scholz 😂 putin scholz russia germany, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
russian army failed forcing bakhmut front loose vehicles due antitank arma 3 russia ukraine britain kyiv patriots, {'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.6808}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
russia country puppykillers literally got soul ukraine kherson, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
ukrainian soldiers fight russians battle bakhmut 'orcs jumped trenches russia ukraine britain kyiv patriots, {'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.6369}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.33, 'Sad': 0.67, 'Fear': 0.0};
ban russian athletes olympics support putin regime cdnpoli canada ukraine russia eu europe uk, {'neg': 0.197, 'neu': 0.656, 'pos': 0.148, 'compound': -0.2263}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
well reporting accurate spoiler ) : russia completely halted counteroffensive ukraine hours away freeing mariupol fog war thick today realistic limited initial gains along multiple points ukraine w come 🇺🇦, {'neg': 0.164, 'neu': 0.621, 'pos': 0.215, 'compound': 0.2023}, {'Happy': 0.14, 'Angry': 0.14, 'Surprise': 0.43, 'Sad': 0.0, 'Fear': 0.29};
little extension ukrainiancounteroffensive ukrainecounteroffensive russiaukrainewar ukrainerussiawar ukrainewar ukrainianarmy ukrainearmy russianarmy zaporizhia zaporizhzhia ukrainewarreport ukraine russia leopard2 leopard leopards, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
bakhmut russian d30 howitzers rain fire 'ivan khurs returns amid kyivs drone attack claim russia ukraine britain kyiv patriots, {'neg': 0.244, 'neu': 0.756, 'pos': 0.0, 'compound': -0.6705}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.5, 'Fear': 0.0};
russia scared nato seems like time become scared un un ought announce coming humanitarian purposes datetime injured operation impeded fail protect us end, {'neg': 0.352, 'neu': 0.499, 'pos': 0.15, 'compound': -0.7845}, {'Happy': 0.25, 'Angry': 0.0, 'Surprise': 0.25, 'Sad': 0.5, 'Fear': 0.0};
ukrainian drones antitank missile hit russian wagner group hiding trenches near bakhmut russia kyiv canada united states bakhmutholds, {'neg': 0.105, 'neu': 0.762, 'pos': 0.133, 'compound': 0.1531}, {'Happy': 0.0, 'Angry': 0.5, 'Surprise': 0.25, 'Sad': 0.25, 'Fear': 0.0};
one could said better unitedstates russia genderideology pride2023, {'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
russia soon, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
drone video released ukraine shows bakhmut ruins russia ukraine britain kyiv patriot, {'neg': 0.209, 'neu': 0.791, 'pos': 0.0, 'compound': -0.4404}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
alexander mercouris daily update russia encirclement bakhmutukrainian counterattack samarkand russia kyiv canada united states bakhmutholds, {'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4215}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
report 😂russia ukraine, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
214660 worthless evil russia army, {'neg': 0.709, 'neu': 0.291, 'pos': 0.0, 'compound': -0.8074}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
total counterattack bakhmut ukraine army begun russians abandon strategic position russia ukraine britain kyiv patriots, {'neg': 0.172, 'neu': 0.828, 'pos': 0.0, 'compound': -0.4404}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
